nct_id,title,status,study_type,intervention_type,phase,locations,start_date,completion_date,enrollment
NCT03913793,Impact of Peripheral Neuropathy in Type-II Diabetes Mellitus on Outcome Measures of Weight-Bearing Aerobic Training in Post-Myocardial Infarction Patients.,COMPLETED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Exercise based-cardiac rehabilitation (EB-CR) program', 'description': 'The exercise group underwent an outpatient EB-CR program (phase II) according to the American College of Sports Medicine guidelines for exercise prescription for cardiac patients.\\[19\\] Sessions were 3 days/week for 8 weeks. The program included: (1) Warm up (10 minutes): stretching exercises. (2) Aerobic exercise training using treadmill (30 - 60 minutes/session): with target heart rate (HR) at 45 - 75% of HR reserve. The maximal HR (HR max) was derived from that obtained during exercise stress test (EST). Patients who had ischemic/arrhythmic manifestations during EST, exercise intensity was prescribed at a HR below the ischemic threshold (10 beats below). (3) Cool down (10 minutes): light intensity treadmill walking. Supervision was provided according to the risk status of each patient that was determined according to the American Association of cardiovascular and Pulmonary Rehabilitation criteria for risk stratification.', 'armGroupLabels': ['Neuropathy group', 'Non-Neuropathy group']}]",['NA'],0,2016-03-01,2018-09-30,37.0
NCT05714852,Promotion of Healthy Eating Behaviors in Type 2 Diabetes Patients,UNKNOWN,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Healthy eating', 'description': 'Promotion of healthy eating', 'armGroupLabels': ['Intervention']}]",['NA'],1,2023-02-15,2026-02-10,80.0
NCT01930188,Efficacy and Safety of Semaglutide Once-weekly Versus Sitagliptin Once-daily as add-on to Metformin and/or TZD in Subjects With Type 2 Diabetes (SUSTAIN™ 2 - vs. DPP-4 Inhibitor),COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'semaglutide', 'description': ""For subcutaneous injection (s.c., under the skin) once weekly. Will follow a fixed dose escalation regimen. The trial drug will be added on to the subject's stable pre-trial medication."", 'armGroupLabels': ['Semaglutide 0.5 mg + sitagliptin placebo', 'Semaglutide 1.0 mg + sitagliptin placebo']}, {'type': 'DRUG', 'name': 'sitagliptin', 'description': ""Tablets for oral administration once daily. The trial drug will be added on to the subject's stable pre-trial medication."", 'armGroupLabels': ['Sitagliptin 100 mg + semaglutide placebo 0.5 mg', 'Sitagliptin 100 mg + semaglutide placebo 1.0 mg']}, {'type': 'DRUG', 'name': 'placebo', 'description': ""Tablets for oral administration once daily. The trial drug will be added on to the subject's stable pre-trial medication."", 'armGroupLabels': ['Semaglutide 0.5 mg + sitagliptin placebo', 'Semaglutide 1.0 mg + sitagliptin placebo']}, {'type': 'DRUG', 'name': 'placebo', 'description': ""For subcutaneous injection (s.c., under the skin) once weekly. Will follow a fixed dose escalation regimen. The trial drug will be added on to the subject's stable pre-trial medication."", 'armGroupLabels': ['Sitagliptin 100 mg + semaglutide placebo 0.5 mg', 'Sitagliptin 100 mg + semaglutide placebo 1.0 mg']}]",['PHASE3'],141,2013-12-02,2015-10-12,1231.0
NCT03478306,Diabetic Retinopathy: Effects of Melatonin Treatment on Visual Functions and Circadian Rhythm,COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Melatonin 4 mg Tablet', 'description': 'Participants are randomized into arm 1 or arm2, recieving melatonin or placebo, respectively, for 21 days, followed by 1 week of washout, and then swichting to the contralateral treatment arm.', 'armGroupLabels': ['Arm 1', 'Arm 2']}]",['PHASE3'],1,2018-03-27,2021-06-12,31.0
NCT00831129,Effects of Simvastatin and Rosiglitazone Combination in Patients With the Metabolic Syndrome.,COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Rosiglitazone', 'description': '4 mg daily', 'armGroupLabels': ['Simvastatin + rosiglitazone'], 'otherNames': ['Avandia']}, {'type': 'DRUG', 'name': 'Placebo Rosiglitazone', 'description': '1 tab daily', 'armGroupLabels': ['Simvastatin + Placebo Rosiglitazone'], 'otherNames': ['Placebo']}, {'type': 'DRUG', 'name': 'Simvastatin', 'description': '40 mg daily', 'armGroupLabels': ['Simvastatin + Placebo Rosiglitazone', 'Simvastatin + rosiglitazone'], 'otherNames': ['Zocor']}]","['PHASE2', 'PHASE3']",1,2006-09,2011-04,53.0
NCT01570660,Effects of Glimepiride Monotherapy Versus Combined Neteglinide-Pioglitazone Therapy on Insulin Sensitivity in Type 2 Diabetic Patients,COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Pioglitazone', 'description': '12 weeks of pioglitazone treatment', 'armGroupLabels': ['control group']}]",['NA'],1,2002-02,2012-03,24.0
NCT03278236,Does Time Restricted Feeding Improve Glycaemic Control in Overweight Men?,TERMINATED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'TRF', 'description': 'Participants will be instructed to consume their habitual diet within a self-selected 10 hour period every day.', 'armGroupLabels': ['TRF']}]",['NA'],1,2017-09-21,2017-12-01,1.0
NCT00555321,Evaluation of Belatacept as First Line Immunosuppression in De Novo Liver Transplant Recipients,TERMINATED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Tacrolimus', 'description': 'Capsules, Oral, dosed to achieve 12 hour trough level of 6-12 ng/mL, twice daily, 52 weeks (Short Term \\[ST\\]), in accordance with local practice and the package insert, 4 years (Long-Term Extension \\[LTE\\])', 'armGroupLabels': ['Group 4: Tacrolimus + MMF', 'Group 5: Tacrolimus']}, {'type': 'DRUG', 'name': 'Basiliximab', 'description': 'Intravenous (IV), 20 mg, Day1 and Day 5', 'armGroupLabels': ['Group 1: Basiliximab+Belatacept (MI) + MMF']}, {'type': 'DRUG', 'name': 'Belatacept More Intensive (MI)', 'description': 'Intravenous (IV),\n\n10 mg/kg on Days 1, 3 and 5, and at Weeks 2, 4, 6, 8, 10, 12, 16, 20, and 24.\n\nAfter 6 months (24 weeks) 5 mg/kg, every 4 weeks, 52 weeks (Short term \\[ST\\]), 5 mg/kg, every 4 weeks, 4 years (Long-term extension \\[LTE\\])', 'armGroupLabels': ['Group 1: Basiliximab+Belatacept (MI) + MMF', 'Group 2: Belatacept (MI) + MMF']}, {'type': 'DRUG', 'name': 'Belatacept Less Intensive (LI)', 'description': 'Intravenous (IV),\n\n10 mg/kg on Days 1, 3 and 5, and at Weeks 2, 4, 8 and 12.\n\nAfter 3 months (12 weeks) 5 mg/kg, every 4 weeks, 52 weeks (Short term \\[ST\\]), 5 mg/kg, every 4 weeks, 4 years (Long-Term Extension(LTE)', 'armGroupLabels': ['Group 3: Belatacept Less Intensive (LI) + MMF']}, {'type': 'DRUG', 'name': 'Mycophenolate Mofetil (MMF)', 'description': 'Intravenous (IV)/Capsules, IV/Oral, 1-2g/day, 52 weeks (Short term \\[ST\\]), ≤ 1 g/day, 4 years (Long-term extension \\[LTE\\])', 'armGroupLabels': ['Group 1: Basiliximab+Belatacept (MI) + MMF', 'Group 2: Belatacept (MI) + MMF', 'Group 3: Belatacept Less Intensive (LI) + MMF', 'Group 4: Tacrolimus + MMF']}]",['PHASE2'],42,2008-01,2011-06,260.0
NCT02356848,STEP UP to Avert Amputation in Diabetes,COMPLETED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Tailored Intervention (TI)', 'description': 'Participants in this arm will receive a comprehensive intervention based on the Transtheoretical Model and Prospect Theory with the counseling being delivered by health counselors using MI principles.', 'armGroupLabels': ['Tailored intervention (TI)']}, {'type': 'BEHAVIORAL', 'name': 'Current Practice (CP)', 'description': 'this group will receive calls and mailings focusing on providing education and prevention strategies for health conditions such as colorectal cancer, influenza, insomnia, vision, dementia, and oral disease.', 'armGroupLabels': ['Current Practice (CP)']}]",['NA'],1,2015-09-03,2021-09-30,241.0
NCT00519142,"A Rapid Onset and Short Duration Insulin Secretogogue, Mitiglinide, in Combination With Metformin Versus Metformin Alone in Patients With Type 2 Diabetes Mellitus: A Randomized, Double-blind, Placebo-controlled Trial for 6 Months",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'placebo for mitiglinide', 'description': 'three times a day with meals', 'armGroupLabels': ['1']}, {'type': 'DRUG', 'name': 'mitiglinide', 'description': 'three times a day with meals', 'armGroupLabels': ['2']}, {'type': 'DRUG', 'name': 'mitiglinide', 'description': 'two times a day with meals', 'armGroupLabels': ['3']}]",['PHASE3'],61,2007-08,2008-10,367.0
NCT01054300,"A Phase 1, Randomized, Double-Blind, Placebo-Controlled, 2-Period, Cross-Over Single Day Evaluation Of The Pharmacokinetic-Pharmacodynamic Effect Of Once And Twice Daily Oral Administration Of PF-04971729 In Patients With Type 2 Diabetes Mellitus",COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Ertugliflozin 2 mg single dose', 'description': 'Ertugliflozin 2 mg dose (two 1 mg strength tablets), administered as a single dose', 'armGroupLabels': ['Cohort 1: Ertu 1 mg/Ertu 1 mg→Ertu 2 mg/Pbo', 'Cohort 1: Ertu 2 mg/Placebo (Pbo)→Ertu 1 mg/Ertu 1 mg']}, {'type': 'DRUG', 'name': 'Ertugliflozin 2 mg split into twice daily', 'description': 'Ertugliflozin 1 mg dose (1 mg strength tablet) administered twice daily x 1 day', 'armGroupLabels': ['Cohort 1: Ertu 1 mg/Ertu 1 mg→Ertu 2 mg/Pbo', 'Cohort 1: Ertu 2 mg/Placebo (Pbo)→Ertu 1 mg/Ertu 1 mg']}, {'type': 'DRUG', 'name': 'Ertugliflozin 4 mg single dose', 'description': 'Ertugliflozin 4 mg dose (four 1 mg strength tablets), administered as a single dose', 'armGroupLabels': ['Cohort 2: Ertu 2 mg/Ertu 2 mg→Ertu 4 mg/Pbo', 'Cohort 2: Ertu 4 mg/Pbo→Ertu 2 mg/Ertu 2 mg']}, {'type': 'DRUG', 'name': 'Ertugliflozin 4 mg split into twice daily', 'description': 'Ertugliflozin 2 mg dose (two 1 mg strength tablets) administered twice daily x 1 day', 'armGroupLabels': ['Cohort 2: Ertu 2 mg/Ertu 2 mg→Ertu 4 mg/Pbo', 'Cohort 2: Ertu 4 mg/Pbo→Ertu 2 mg/Ertu 2 mg']}, {'type': 'DRUG', 'name': 'Placebo', 'description': 'Placebo to ertugliflozin administered as a single dose', 'armGroupLabels': ['Cohort 1: Ertu 1 mg/Ertu 1 mg→Ertu 2 mg/Pbo', 'Cohort 1: Ertu 2 mg/Placebo (Pbo)→Ertu 1 mg/Ertu 1 mg', 'Cohort 2: Ertu 2 mg/Ertu 2 mg→Ertu 4 mg/Pbo', 'Cohort 2: Ertu 4 mg/Pbo→Ertu 2 mg/Ertu 2 mg']}]",['PHASE1'],0,2010-02-17,2010-04-07,52.0
NCT07338097,Comparison of Bevacizumab and Aflibercept in Treatment of Diabetic Macular Edema,ENROLLING_BY_INVITATION,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Aflibercept (2.0 mg)', 'description': 'Intravitreal aflibercept 2.0 mg, administered once monthly for two consecutive months.', 'armGroupLabels': ['Group Aflibercept']}, {'type': 'DRUG', 'name': 'Bevacizumab', 'description': 'Intravitreal bevacizumab 1.25 mg, administered once monthly for two consecutive months.', 'armGroupLabels': ['Group Bevacizumab']}]",['NA'],1,2025-09-07,2026-02-07,116.0
NCT01476501,Vitamin D Supplementation and Bone Health in Adults With Diabetic Nephropathy,COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Vitamin D3', 'description': 'Randomized into 1 of 2 oral vitamin D3 softgel capsule supplementation strategies: 1) 2,000 IU/day (2 x 1,000IU/capsule each day) or 2) 40,000 IU/month (4 x 10,000IU/capsule last day of each month), for 6 months each.', 'armGroupLabels': ['2,000 IU/day vitamin D', '40,000 IU/month vitamin D'], 'otherNames': ['Daily: Jamieson NPN 80017530', 'Monthly: EURO-Pharm DIN 02253178']}]",['PHASE2'],1,2011-10,2015-12,120.0
NCT03159832,"Safety and Pharmacokinetics/Pharmacodynamics of SHR3824 in Type 2 Diabetes Patients With Renal Insufficient (Open-label, Parallel-Group, Single-Dose Study)",UNKNOWN,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'SHR3824', 'description': 'All subjects were given SHR3824 20mg only one time.', 'armGroupLabels': ['Mild renal dysfunction', 'Moderate renal dysfunction', 'Normal renal function']}]",['PHASE1'],1,2015-06,2017-12,24.0
NCT03146923,Decreasing Intakes & Absorption of Phosphorus in Haemodialysis Patients Through Food Choices,COMPLETED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Current Low Phosphorus Diet Prescription', 'description': ""Routine / Standard Care: Routine dietary intervention is currently provided by one-to-one counselling to the subject and his/her relevant family members or carers, by a state registered dietitian regarding a diet which provides \\<15mg Phosphorus /g Protein (over the day). This is equivalent to approximately 1000mg P / day. This is based on the 'Eating Well with Kidney Disease' dietsheet produced by the Renal Interest Group (RIG) of the Irish Nutrition \\& Dietetic Institute (INDI) in 2010 and includes following main components:\n\n* Restricting protein intake to requirements (1-1.2g/kg Ideal Body Weight)\n* Restricting dairy intake (1-1.5 portions per day)\n* Avoiding foods high in phosphate\n* Avoiding foods with phosphate additives"", 'armGroupLabels': ['Standard Care Arm']}, {'type': 'OTHER', 'name': 'Modified Low Phosphorus Diet Prescription', 'description': 'Modified Low Phosphorus Diet Prescription: The new prescription recommends five changes to current management\n\n* Introduction of some plant protein in the form of pulses and nuts where the phosphorus is largely bound by phytate\n* Increased focus on avoiding additives\n* Introduction of more whole grains e.g. wholemeal sliced pan/ pasta/rice .\n* Avoiding over-prescription of protein which carries an obligatory phosphorus load.\n* Focus on high protein foods with a low phosphorus to protein ratio', 'armGroupLabels': ['Modified Intervention Arm']}]",['NA'],10,2017-03-06,2017-06-16,74.0
NCT00788827,A Phase I Safety and Tolerability Study Following the Infusion of Autologous Expanded Progeny of an Adult CD34+ Stem Cell Subset (InsulinCytes) to Patients With Type I Diabetes Mellitus and a Successful Renal Transplant,COMPLETED,INTERVENTIONAL,"[{'type': 'BIOLOGICAL', 'name': 'Autologous CD34+ stem cells', 'description': 'Up to 5 x 10 log 8 of autologous stem cells on a single occasion', 'armGroupLabels': ['Autologous CD34+ stem cells']}]",['PHASE1'],1,2008-11,2013-05,7.0
NCT03708887,Double-blind and Placebo-controlled Study on Intervention Effect of n-3 Fatty Acids on Glucose and Lipid Homeostasis Disorders in Obese/Diabetic Populations,COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Low dose omega-3 fatty acid supplementation', 'description': 'Omega-3 fatty acids capsules, 1.5 g/d by mouth for 1 year', 'armGroupLabels': ['Low dose group'], 'otherNames': ['Fish oil supplement']}, {'type': 'DRUG', 'name': 'High dose omega-3 fatty acid supplementation', 'description': 'Omega-3 fatty acids capsules, 3 g/d by mouth for 1 year', 'armGroupLabels': ['High dose group'], 'otherNames': ['Fish oil supplement']}, {'type': 'DRUG', 'name': 'Control drug', 'description': 'Matching placebo capsules,3 g/d by mouth for 1 year', 'armGroupLabels': ['Control group'], 'otherNames': ['Placebo drug']}]",['NA'],1,2020-10-10,2022-02-28,415.0
NCT04414579,The Efficacy and Safety of Faster Insulin Aspart (Fiasp®) Compared to Conventional Insulin Aspart (NovoLog®) as Correction Bolus in Patients With Type 1 Diabetes Using Continuous Subcutaneous Insulin Infusion (CSII) and Continuous Glucose Monitoring (CGM): a Cross-over Controlled Trial,UNKNOWN,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Faster Insulin Aspart (Fiasp®)', 'description': 'Subjects will be randomized either to use Fiasp or conventional insulin aspart in CSII. CSII settings (basal, bolus, and correction factors) will be optimized using a meal challenge for a 2-week run in period followed by a 10-week period of CSII use with the assigned insulin. After a 12-week maintenance period, each group will cross over to the other insulin (conventional insulin aspart or Fiasp) by CSII for a second 2-week optimization period followed by a 10-week treatment period.', 'armGroupLabels': ['Faster Insulin Aspart (Fiasp®)'], 'otherNames': ['Conventional Insulin Aspart (NovoLog®)']}]",['PHASE4'],1,2019-03-27,2021-03,45.0
NCT06730906,Testing and Refinement of PACTAID App in Patients With Type 1 Diabetes to Help Manage Exercise While on Automated Insulin Delivery System,RECRUITING,INTERVENTIONAL,"[{'type': 'DEVICE', 'name': 'PACTAID App', 'description': 'The PACTAID app will provide real time decision support during exercise for patients with type 1 diabetes.', 'armGroupLabels': ['Intervention Group']}]",['NA'],1,2025-01-10,2026-12-31,20.0
NCT02400450,Assessment of Designer Functional Foods on Parameters of Metabolic and Vascular Status in Individuals With Prediabetes.,WITHDRAWN,INTERVENTIONAL,"[{'type': 'DIETARY_SUPPLEMENT', 'name': 'Functional Ingredient Group', 'description': 'Participants will be provided with a mix of 6 study products to use over the 12 week trial (2 per day). These will be a) oatmeal, b) pancake mix, c) chocolate crunch bar, d) cranberry nut bar, e) anytime sprinkle, and f) smoothie mix, standardized for the content of functional ingredients.', 'armGroupLabels': ['Functional Ingredient Group'], 'otherNames': ['Step One Foods (TruHealthMD)']}, {'type': 'DIETARY_SUPPLEMENT', 'name': 'Control Ingredient Group', 'description': 'The control group will receive a comparable set of food items to use over the 12 week trial (2 per day). These food items will contain an equivalent amount of calories per portion but without the additional functional ingredients.', 'armGroupLabels': ['Control Ingredient Group']}]",['NA'],2,2016-09,2017-12,0.0
NCT02289612,The Pudding Study: The Effect of Effect of Fibre-enriched Pudding Products on Glycemic and Satiety Response in Adults at Risk for Type 2 Diabetes,COMPLETED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Yellow Mustard Gum Fibre', 'armGroupLabels': ['High Maltose Corn Syrup - Low-Fibre', 'Tapioca Starch - Low-Fibre', 'Trutol Glucose Beverage (#1)', 'Trutol Glucose Beverage (#2)', 'Yellow Mustard Gum Fibre - High Maltose Corn Syrup', 'Yellow Mustard Gum Fibre - Tapioca Starch']}, {'type': 'OTHER', 'name': 'Soluble Flaxseed Gum Fibre', 'armGroupLabels': ['Soluble Flaxseed Gum Fibre - High Maltose Corn Syrup', 'Soluble Flaxseed Gum Fibre - Tapioca Starch']}, {'type': 'OTHER', 'name': 'Fenugreek Gum Fibre', 'armGroupLabels': ['Fenugreek Gum Fibre - High Maltose Corn Syrup', 'Fenugreek Gum Fibre - Tapioca Starch']}]",['NA'],1,2014-11,2015-10,15.0
NCT07326553,"A Randomized, Open-Label Trial Evaluating the Efficacy of Placental Membrane Dressings in Accelerating Diabetic Foot Healing Compared to Matched Historical Controls Receiving Standard of Care",RECRUITING,INTERVENTIONAL,"[{'type': 'BIOLOGICAL', 'name': 'Placental Membrane', 'description': 'Dehyrdated Placental Membrane', 'armGroupLabels': ['Placental Membrane Dressing']}]",['PHASE4'],2,2025-12-01,2026-12-31,30.0
NCT05096078,"The Effect of Circuit Exercise Program on Cognitive Function, Functional Exercise Capacity, Mobility, Depression and Quality of Life in Women With Gestational Diabetes",UNKNOWN,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Diet', 'description': 'Special diet program for gestational diabetes', 'armGroupLabels': ['Diet Group', 'Exercise Group']}, {'type': 'OTHER', 'name': 'Exercise', 'description': ""The circuit exercise program will consist of a medium-intensity circuit training for 50 minutes, 3 days a week, detailing the main muscle groups of the patients (chest, back, biceps, triceps, deltoid, quadriceps, thigh and calf muscles). Exercise intensity will be monitored using Borg's scale of perceived exertion, with a target intensity of 12 to 14. 8 exercises will be given in a continuous, circuit-type manner with short 1-minute rests."", 'armGroupLabels': ['Exercise Group']}]",['NA'],1,2020-10-16,2022-06,60.0
NCT07037212,"The Impact of Individualized Medical Nutrition Therapy on Glycemic Control, Inflammation, and Gut Barrier Regulation in Adults With Type 2 Diabetes Mellitus: a RCT",COMPLETED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Intensive Medical Nutrition Therapy (MNT)', 'description': 'Participants will receive individualized intensive medical nutrition therapy (MNT) with weekly dietary counseling and follow-ups for 12 weeks. The intervention focuses on improving glycemic control, reducing systemic inflammation, and enhancing gut barrier function.', 'armGroupLabels': ['Intensive MNT group']}, {'type': 'BEHAVIORAL', 'name': 'Standard Dietary Counseling', 'description': 'Participants will receive standard dietary advice in a single counseling session at baseline. No further dietary intervention will be provided.', 'armGroupLabels': ['Control group']}]",['NA'],1,2020-12-15,2022-10-10,40.0
NCT02841969,Randomised Double Blind Controlled Trial of Neutral Electrolysed Water vs Conventional Management of Non-healing Diabetic Feet (NEWfeet),SUSPENDED,INTERVENTIONAL,"[{'type': 'OTHER', 'name': 'Electrolysed water', 'description': 'Irrigation of wound using electrolysed water', 'armGroupLabels': ['Investigational arm - Electrolysed water'], 'otherNames': ['Aqualution Salvesan']}, {'type': 'OTHER', 'name': 'Prontosan', 'description': 'Irrigation of wound using Prontosan', 'armGroupLabels': ['Normal care - Prontosan']}]",['NA'],1,2017-02-28,2023-12-31,200.0
NCT02852759,A Cold Physical Treatment to Manage Insulin Resistance,COMPLETED,INTERVENTIONAL,"[{'type': 'PROCEDURE', 'name': 'Selective Cold', 'description': 'The volunteers of intervention group will undergo Selective Cold treatment below 10 degree celsius to neck, supraclavicular interscapular regions for 2 hours daily for 8 weeks. The electroacupuncture is conducted by commercially available device. Hyperinsulinemic euglycemic clamp, glucose tolerance test, blood parameter measurements, and PTC-CT scans will be conducted before and after the intervention. The participants will be instructed to maintain their normal behavior and calorie intake.', 'armGroupLabels': ['intervention group']}, {'type': 'DEVICE', 'name': 'Electroacupuncture', 'description': 'Electroacupuncture (EA) is an add-on treatment and it is applied when starting the cold treatment at the cold treated region to patients.The device is Huatuo SDZ-II model made by Suzhou Medical Appliance Factory, China.', 'armGroupLabels': ['intervention group']}]",['NA'],1,2016-07,2019-08,33.0
NCT02923453,"Efficacy and Safety of American Ginseng (Penax Quinquefolius) Extract on Glycemic Control in Individuals With Type 2 Diabetes: A Double-blind, Randomized, Crossover Clinical Trial",COMPLETED,INTERVENTIONAL,"[{'type': 'DIETARY_SUPPLEMENT', 'name': 'CNT 2000 American ginseng extract', 'armGroupLabels': ['Ginseng Extract']}, {'type': 'DIETARY_SUPPLEMENT', 'name': 'Placebo', 'armGroupLabels': ['Placebo']}]",['PHASE2'],1,1998-03,2002-08,23.0
NCT07077538,"A Single Center, Open, Prospective, Self-control Clinical Study on the Use of Amino Acid Peritoneal Dialysis Fluid in Diabetes Patients",RECRUITING,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Amino acid peritoneal dialysis solution', 'description': 'After breakfast daily, use a bag of amino acid (15) peritoneal dialysis solution (2L), followed by treatment with glucose peritoneal dialysis solution (lactate).', 'armGroupLabels': ['experimental group']}]",['NA'],1,2025-07-30,2026-06-30,70.0
NCT03844646,Real-Time Continuous Glucose Monitoring to Aid Weight Loss in Prediabetes,TERMINATED,INTERVENTIONAL,"[{'type': 'DEVICE', 'name': 'CGM', 'description': 'Intermittent use of a continuous glucose monitor (CGM)', 'armGroupLabels': ['CGM plus dietitian']}, {'type': 'OTHER', 'name': 'Dietitian', 'description': 'Monthly meetings with a dietitian', 'armGroupLabels': ['CGM plus dietitian', 'Dietitian only']}]",['NA'],1,2019-08-01,2021-12-31,12.0
NCT03799796,Combining Flash Glucose Monitoring and Online Peer Support to Improve Outcomes in Hispanic Spanish-Speaking People With Type 2 Diabetes,COMPLETED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Flash Glucose Monitoring with Online Peer Support', 'description': 'Hispanic Adults who are Spanish-Speaking with type 2 diabetes who are not using insulin will be asked to use flash glucose monitoring and to sign up for an moderated online peer support group where they can ask questions and share progress.', 'armGroupLabels': ['Flash Glucose Monitoring with Online Peer Support'], 'otherNames': ['Abbott Freestyle Libre']}]",['NA'],1,2019-01-06,2020-08-30,34.0
NCT03139019,Medicaid Incentives for the Prevention of Chronic Diseases: Diabetes Prevention,COMPLETED,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Process incentives', 'description': 'Participants will receive cash based incentives for achieving process based measures (class attendance).', 'armGroupLabels': ['Process incentives']}, {'type': 'BEHAVIORAL', 'name': 'Outcome incentives', 'description': 'Participants will receive cash based incentives for outcome based measures (weight loss).', 'armGroupLabels': ['Outcome incentives']}, {'type': 'BEHAVIORAL', 'name': 'Process and Outcome incentives', 'description': 'Participants will receive cash based incentives for both achieving process based measures (class attendance) and outcome based measures (weight loss).', 'armGroupLabels': ['Process and Outcome incentives']}]",['NA'],1,2014-06,2016-12,596.0
NCT06611904,Study of Endothelial Glycocalyx and Vascular Function in Patients With Type 2 Diabetes and Albuminuria After Administration of Dulaglutide and Dapagliflozin vs DPP-4 Inhibitors,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'Dulaglutide', 'description': 'Combined treatment with dulaglutide and dapagliflozin', 'armGroupLabels': ['Patients receiving dulaglutide and dapagliflozin']}, {'type': 'DRUG', 'name': 'DPP-4 Inhibitors', 'description': 'DPP-4i treatment as an add-on to metformin', 'armGroupLabels': ['Patients receiving DPP-4i']}]",['NA'],1,2018-02-01,2024-12-15,60.0
NCT05523375,Promoting Successful Weight Loss in Primary Care in Louisiana Using Information Technology,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,"[{'type': 'BEHAVIORAL', 'name': 'Intensive Lifestyle Intervention', 'description': 'Trained health coaches deliver the active intervention - a comprehensive, ""high-intensity"" program, as recommended first-line therapy by the 2013 American Heart Association/American College of Cardiology/The Obesity Society Guidelines.', 'armGroupLabels': ['Intensive Lifestyle Intervention']}]",['NA'],1,2022-08-29,2026-03-31,352.0
NCT03350191,A PET/CT Study to Assess the Receptor Occupancy by SAR425899 After Repeat Dosing Using Radiolabelled Tracers for the Glucagon and GLP-1 Receptor in Overweight to Obese T2DM Patients,COMPLETED,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'SAR425899', 'description': 'Pharmaceutical form: Solution for injection\n\nRoute of administration: Subcutaneous', 'armGroupLabels': ['SAR425899 high dose', 'SAR425899 low dose']}, {'type': 'DRUG', 'name': '[68Ga] Ga-DO3A-VS-Cys40-Tuna-2 (glucagon receptor tracer)', 'description': 'Pharmaceutical form: Solution for injection\n\nRoute of administration: Subcutaneous', 'armGroupLabels': ['SAR425899 high dose', 'SAR425899 low dose']}, {'type': 'DRUG', 'name': '[68Ga] Ga-DO3A-VS-Cys40-Exendin-4 (GLP-1 receptor tracer)', 'description': 'Pharmaceutical form: Solution for injection\n\nRoute of administration: Subcutaneous', 'armGroupLabels': ['SAR425899 high dose', 'SAR425899 low dose']}]",['PHASE1'],1,2017-12-20,2018-06-07,13.0
NCT06716424,Multicentre Phase IV Single Arm Clinical Trial to Evaluate the Safety and Efficacy of a Fixed Ratio Combination of Insulin Glargine and Lixisenatide in Adult Patients With Type 2 Diabetes Who Are Sub Optimally Controlled on Oral Anti-hyperglycemic Drugs and/or Basal Insulin/GLP-1 RA,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,"[{'type': 'DRUG', 'name': 'iGlarLixi (insulin glargine/lixisenatide)', 'description': 'iGlarLixi is available as a sterile solution for injection that will be administered to study participants subcutaneously', 'armGroupLabels': ['iGlarLixi'], 'otherNames': ['Soliqua®, Solostar®']}]",['PHASE4'],10,2025-01-06,2026-06-26,105.0
